name,first_week,year,inflation,first_week_box
Кто я?,11.11.2010,2010,"1,673423",6839612
Привычка расставаться,26.09.2013,2013,"1,328473",8600000
Короли танцпола,12.12.2013,2013,"1,328473",8598394
Медовый месяц Камиллы,04.06.2009,2009,"1,80897",6305050
Атака титанов. Фильм первый: Жестокий мир,03.09.2015,2015,"1,09096",10390119
Пока не сыграл в ящик,13.03.2008,2008,"2,018811",5604160
Ночные сестры,29.11.2007,2007,"2,339802",4831910
Элитное общество,04.07.2013,2013,"1,328473",8500000
Двуличный любовник,20.10.2017,2017,1,11268137
Молчание,27.01.2017,2017,1,11242929
Руки-ноги за любовь,23.06.2011,2011,"1,539488",7300000
Кто я,13.08.2015,2015,"1,09096",10280016
Звездные воины: Путь сквозь Вселенную,24.03.2011,2011,"1,539488",7273528
7 главных желаний,05.12.2013,2013,"1,328473",8427974
12 раундов,16.04.2009,2009,"1,80897",6183892
12 раундов,16.04.2009,2009,"1,80897",6183892
Дружба и никакого секса?,02.10.2014,2014,"1,202238",9275146
В стране женщин,31.05.2007,2007,"2,339802",4750698
Призраки Элоиз,24.02.2017,2017,1,11102172
Metallica: Сквозь невозможное,03.10.2013,2013,"1,328473",8354857
Лак для волос,27.09.2007,2007,"2,339802",4733847
Фонтан,01.03.2007,2007,"2,339802",4727565
Как я провёл этим летом,01.04.2010,2010,"1,673423",6596789
Гамлет,15.10.2015,2015,"1,09096",10084740
Неоновый демон,29.07.2016,2016,"1,04",10561892
Шальные деньги,07.02.2008,2008,"2,018811",5435620
Заложники,22.09.2017,2017,1,10898470
Девятая жизнь Луи Дракса,02.09.2016,2016,"1,04",10467834
Океаны,09.09.2010,2010,"1,673423",6503013
Потому что я так хочу,15.03.2007,2007,"2,339802",4644374
Проклятье 3D,02.08.2012,2012,"1,434751",7551554
2 дня,08.09.2011,2011,"1,539488",7013431
2 дня,08.09.2011,2011,"1,539488",7013431
Орлеан,17.09.2015,2015,"1,09096",9865899
Тэд Джонс и Затерянный город,06.12.2012,2012,"1,434751",7488171
Принцесса де Монпансье,09.12.2010,2010,"1,673423",6406943
Спасти Землю,12.09.2013,2013,"1,328473",8007586
Гений,08.07.2016,2016,"1,04",10228212
Жги!,08.12.2017,2017,1,10636544
Полтора рыцаря: В поисках похищенной принцессы Херцелинды,26.02.2009,2009,"1,80897",5853943
Молодость,22.10.2015,2015,"1,09096",9700000
Весенние надежды,13.12.2012,2012,"1,434751",7353738
Убей меня,15.11.2007,2007,"2,339802",4503379
Мёбиус,21.03.2013,2013,"1,328473",7925027
Сделай шаг,16.04.2009,2009,"1,80897",5815236
Вдребезги,06.10.2011,2011,"1,539488",6824487
Холодное танго,23.06.2017,2017,1,10452442
Матрица времени,28.07.2017,2017,1,10448041
Парень с нашего кладбища,03.09.2015,2015,"1,09096",9563339
Гринберг,08.04.2010,2010,"1,673423",6231936
Залётчики,20.03.2014,2014,"1,202238",8660236
Заложник смерти,13.01.2011,2011,"1,539488",6759616
Чародей равновесия. Тайна Сухаревой башни,26.03.2015,2015,"1,09096",9505221
Поля,24.11.2011,2011,"1,539488",6729216
Училка,27.11.2015,2015,"1,09096",9433831
Немыслимое,07.10.2010,2010,"1,673423",6135332
Ищу друга на конец света,19.07.2012,2012,"1,434751",7144439
Разборка в Маниле,19.02.2016,2016,"1,04",9820909
Свидание вслепую,10.05.2007,2007,"2,339802",4360269
Тор: Легенда викингов,22.03.2012,2012,"1,434751",7097768
7 дней и ночей с Мэрилин,02.02.2012,2012,"1,434751",7075221
Незнакомцы,29.05.2008,2008,"2,018811",5007216
Простушка,26.02.2015,2015,"1,09096",9253724
Умники,03.07.2008,2008,"2,018811",4975232
Призраки Гойи,10.05.2007,2007,"2,339802",4282600
Ты встретишь таинственного незнакомца,17.02.2011,2011,"1,539488",6482260
Пушистые против Зубастых 3D,25.10.2012,2012,"1,434751",6954217
Ведьмы из Сугаррамурди,17.10.2013,2013,"1,328473",7500000
Санта на продажу,02.12.2010,2010,"1,673423",5932813
Ганмен,18.06.2015,2015,"1,09096",9088199
Большой солдат,24.06.2010,2010,"1,673423",5913694
Продавец игрушек,10.01.2013,2013,"1,328473",7446817
СПАРК. Герой Вселенной,02.06.2017,2017,1,9883640
Тебе конец!,29.08.2013,2013,"1,328473",7314326
Дон Кихот,20.03.2008,2008,"2,018811",4812977
Пришельцы 3: Взятие Бастилии,08.04.2016,2016,"1,04",9314607
Бугимен 2,05.06.2008,2008,"2,018811",4795434
13 грехов,29.05.2014,2014,"1,202238",8048937
Феи,23.10.2008,2008,"2,018811",4780665
500 дней лета,22.10.2009,2009,"1,80897",5322614
Нико: Путь к звездам,25.12.2008,2008,"2,018811",4766084
Катакомбы,30.08.2007,2007,"2,339802",4104817
Попутчик,17.05.2007,2007,"2,339802",4096314
Проклятые. Противостояние,15.07.2016,2016,"1,04",9209900
Суперплохие,14.10.2016,2016,"1,04",9200000
Приключения маленького Геркулеса в 3D,15.10.2009,2009,"1,80897",5230031
Соблазнитель 2,20.06.2013,2013,"1,328473",7118062
Теория убийств,08.01.2009,2009,"1,80897",5211618
Комната смерти,12.08.2010,2010,"1,673423",5629033
Рэтчет и Кланк: Галактические рейнджеры,06.05.2016,2016,"1,04",9028412
Интимные места,12.09.2013,2013,"1,328473",7058317
Компенсация,19.08.2010,2010,"1,673423",5594741
Лазурный берег,12.02.2016,2016,"1,04",8944644
Хотел бы я быть здесь,24.07.2014,2014,"1,202238",7727425
Соломенные псы,10.11.2011,2011,"1,539488",6029118
Эффект Лазаря,16.04.2015,2015,"1,09096",8481172
Заброшенный дом,05.04.2007,2007,"2,339802",3952000
Шапито-шоу: Любовь и дружба,02.02.2012,2012,"1,434751",6436977
Приключения Ролли 3D,26.11.2009,2009,"1,80897",5104268
Охотник с Уолл-стрит,19.05.2017,2017,1,9196448
Остров сокровищ,20.09.2007,2007,"2,339802",3929528
Внутри Льюина Дэвиса,23.01.2014,2014,"1,202238",7617178
Самый опасный человек,11.09.2014,2014,"1,202238",7596841
Город Эмбер: Побег,30.10.2008,2008,"2,018811",4496860
Идеальные незнакомцы,03.02.2017,2017,1,9068670
Я никогда не буду твоей,29.11.2007,2007,"2,339802",3857554
Герцогиня,05.02.2009,2009,"1,80897",4980022
Крутые яйца,15.10.2015,2015,"1,09096",8257354
Дьявол и Дэниэл Уэбстер,13.09.2007,2007,"2,339802",3849197
Одарённая,02.06.2017,2017,1,9004405
Тайна Мунакра,18.06.2009,2009,"1,80897",4970179
Старая добрая оргия,27.10.2011,2011,"1,539488",5815902
Гнев,12.03.2015,2015,"1,09096",8161962
Однажды,21.05.2015,2015,"1,09096",8143583
Одиссея,02.12.2016,2016,"1,04",8521309
Сатисфакция,20.01.2011,2011,"1,539488",5751858
Абатуар. Лабиринт страха,25.11.2016,2016,"1,04",8510458
Лавлэйс,05.09.2013,2013,"1,328473",6605833
Веселые и загорелые,26.07.2007,2007,"2,339802",3750032
Спасатели,06.08.2015,2015,"1,09096",8015702
Полуночный экспресс,07.08.2008,2008,"2,018811",4330017
Пингвиненок Пороро: Большие гонки,14.05.2015,2015,"1,09096",8000000
Стан Хельсинг,25.03.2010,2010,"1,673423",5212967
З/Л/О 2,05.09.2013,2013,"1,328473",6560859
Призраки в Коннектикуте,04.06.2009,2009,"1,80897",4815296
Патерсон,17.02.2017,2017,1,8692023
Вот это любовь!,19.09.2013,2013,"1,328473",6540348
"Он, она и я",01.02.2007,2007,"2,339802",3713312
Джок,22.03.2012,2012,"1,434751",6045983
SuperАлиби,10.03.2017,2017,1,8649904
Самба,19.03.2015,2015,"1,09096",7919502
Дары смерти,16.12.2016,2016,"1,04",8306676
Черная вода,14.07.2017,2017,1,8590659
Как малые дети,22.02.2007,2007,"2,339802",3663218
Синдбад. Пираты семи штормов,28.10.2016,2016,"1,04",8238376
Темнее ночи,30.10.2014,2014,"1,202238",7054944
Главное – не бояться!,06.10.2011,2011,"1,539488",5496118
День рождения Алисы,19.02.2009,2009,"1,80897",4668240
Меланхолия,07.07.2011,2011,"1,539488",5479671
Гран Торино,09.04.2009,2009,"1,80897",4648300
Невероятный Блинки Билл,29.07.2016,2016,"1,04",8085195
Опасная иллюзия,20.03.2014,2014,"1,202238",6960515
Разыскивается герой,10.07.2008,2008,"2,018811",4143672
Груз 200,14.06.2007,2007,"2,339802",3567046
Амазония: Инструкция по выживанию,06.11.2014,2014,"1,202238",6941229
Мартовские иды,16.02.2012,2012,"1,434751",5811263
Логово зверя,27.11.2014,2014,"1,202238",6900842
Восьмерка,08.05.2014,2014,"1,202238",6880001
Книга крови,13.05.2010,2010,"1,673423",4941714
Мама дарагая!,16.04.2015,2015,"1,09096",7571929
Маппеты,12.04.2012,2012,"1,434751",5722993
Кутис,17.09.2015,2015,"1,09096",7515693
Притворись моим парнем,08.08.2013,2013,"1,328473",6164686
Руби Спаркс,27.09.2012,2012,"1,434751",5708012
"Ван Гог. С любовью, Винсент",10.11.2017,2017,1,8168409
#ВСЕ_ИСПРАВИТЬ!?!,29.04.2016,2016,"1,04",7835914
Чат,16.09.2010,2010,"1,673423",4860200
Экзамен для двоих,27.06.2013,2013,"1,328473",6121416
Особо опасна,07.05.2015,2015,"1,09096",7450666
Очень голодные игры,07.11.2013,2013,"1,328473",6104736
Лезвия славы: Звездуны на льду,07.06.2007,2007,"2,339802",3461369
По ту сторону кровати,07.05.2009,2009,"1,80897",4463853
"Человек, который любит",30.04.2009,2009,"1,80897",4461105
Смертельный номер,25.04.2008,2008,"2,018811",3997386
БайБайМэн,07.04.2017,2017,1,8059530
Последствия,07.04.2017,2017,1,8054595
Золушка: Полный вперед!,02.08.2012,2012,"1,434751",5611318
Кайт,12.06.2014,2014,"1,202238",6694497
Большой всплеск,10.06.2016,2016,"1,04",7723413
Хозяева ночи,10.01.2008,2008,"2,018811",3950293
Шрамы 3D,09.02.2012,2012,"1,434751",5554922
Контракт на любовь,10.01.2008,2008,"2,018811",3920893
Статус Брэда,15.09.2017,2017,1,7896582
Искатели приключений,18.10.2012,2012,"1,434751",5500825
Крутые меры,29.07.2016,2016,"1,04",7571814
Решала 2,06.08.2015,2015,"1,09096",7200000
Идеальный голос 2,14.05.2015,2015,"1,09096",7196893
За пропастью во ржи,08.12.2017,2017,1,7851411
Любовь без правил,11.11.2016,2016,"1,04",7539180
Перелом,05.07.2007,2007,"2,339802",3349745
Кавказская пленница!,21.08.2014,2014,"1,202238",6513901
После жизни,17.01.2008,2008,"2,018811",3876189
Жила-была одна баба,03.11.2011,2011,"1,539488",5064615
Любовный переплет,13.12.2012,2012,"1,434751",5426644
Это всего лишь конец света,21.10.2016,2016,"1,04",7471721
Психушка,24.07.2008,2008,"2,018811",3837444
Ужасный Генри,22.09.2011,2011,"1,539488",5000000
Анна Каренина. История Вронского,09.06.2017,2017,1,7674684
Девушка из Дании,29.01.2016,2016,"1,04",7374710
Война полов,22.10.2015,2015,"1,09096",7028693
Красный жемчуг любви,08.05.2008,2008,"2,018811",3794209
Братство камня,19.07.2007,2007,"2,339802",3266611
Теорема Зеро,03.07.2014,2014,"1,202238",6340000
"Гавана, я люблю тебя",09.08.2012,2012,"1,434751",5295257
